6.627567177693678424e-01,6.862845881802492887e-01,7.084512459529257455e-01,7.276031021524020925e-01,7.424362615747851502e-01,7.532655527237421822e-01,7.606288623960800743e-01,7.633423540579833411e-01,7.620509687207183136e-01,7.565072654954001496e-01,7.466981785306003871e-01,7.334254339614453277e-01,7.173267473268030159e-01,6.993213824689773483e-01,6.797800658349817393e-01,6.605486070303245860e-01,6.411351501810842457e-01,6.225178575167933381e-01,6.052847464446508008e-01,5.886263506726219230e-01,5.728082630835538147e-01,5.586812972885033535e-01,5.460325826264373905e-01,5.356548833310039726e-01,5.274131747224203304e-01,5.207743312485733078e-01,5.161161263343142513e-01,5.124400165457628775e-01,5.097444240866338960e-01,5.075808872063838351e-01,5.055558690607824257e-01,5.041719664206172347e-01,5.024064701786056242e-01,4.998927538666591008e-01,4.972036288238279589e-01,4.940566112077402483e-01,4.904145031120166198e-01,4.870018635746595215e-01,4.831218014941757177e-01,4.787646565249026320e-01,4.748392616481963424e-01,4.709060740558583258e-01
6.630840512253503016e-01,6.871621277295839603e-01,7.103118331268973851e-01,7.310794424536712910e-01,7.491551771169263629e-01,7.640885865611027894e-01,7.757436692700149239e-01,7.837043292860951249e-01,7.874825430768002121e-01,7.874527525857554222e-01,7.833603939967457297e-01,7.755259649561347945e-01,7.642012857942808157e-01,7.498799833083334976e-01,7.326516703924909057e-01,7.132789811373297928e-01,6.915799458656669563e-01,6.683254609498552323e-01,6.441082284566109761e-01,6.191010051904906053e-01,5.937955117523717741e-01,5.684900749091446048e-01,5.446334133885921691e-01,5.219039677058838755e-01,5.003284089279556035e-01,4.805748674422088418e-01,4.620683718323681521e-01,4.438055887716430004e-01,4.256008241366042721e-01,4.078786781669638262e-01,3.912789958686919700e-01,3.761345734933003171e-01,3.610855086220594590e-01,3.474990412153589614e-01,3.344043563893787097e-01,3.217436571545206903e-01,3.104195294331156818e-01,2.988381687626835426e-01,2.878334548363187251e-01,2.756404411113416719e-01,2.633791228525395600e-01,2.509067568296967643e-01
6.629585140252838293e-01,6.862583022461494764e-01,7.075536771394209667e-01,7.269903280776252030e-01,7.440144090049227721e-01,7.582939249173766827e-01,7.693688799086206842e-01,7.776207804351559227e-01,7.824150234166571405e-01,7.845479133970146846e-01,7.840350353407998796e-01,7.808484591302768951e-01,7.754806499363279260e-01,7.685165058596112875e-01,7.596897303939564861e-01,7.495665556811328400e-01,7.382443045036692908e-01,7.264640314727497383e-01,7.138611046706788699e-01,7.005821421826337048e-01,6.861597935319911912e-01,6.709358924107854394e-01,6.552101904160012591e-01,6.380083501200480844e-01,6.202493915560612914e-01,6.030378869842381029e-01,5.868955940475910626e-01,5.722711947387293385e-01,5.597289913613606727e-01,5.497931154784403418e-01,5.419564954550903924e-01,5.356768744345017375e-01,5.311200904127044709e-01,5.280402712661493858e-01,5.255192854564798566e-01,5.234151416501007237e-01,5.210415981570202248e-01,5.187402950510320299e-01,5.161980232127904022e-01,5.127896407427841030e-01,5.085686886218077074e-01,5.030746221408139984e-01
6.629645260466228152e-01,6.873630408235141820e-01,7.094179595389039639e-01,7.290220212863567362e-01,7.433692543594276891e-01,7.525842185137187057e-01,7.566067124900963670e-01,7.544257613508329463e-01,7.473681614904754689e-01,7.357251323150455491e-01,7.195043168377451837e-01,7.002659859119092500e-01,6.788927254257934862e-01,6.562189000078765266e-01,6.333258820983871384e-01,6.106097120204851958e-01,5.880077609958829221e-01,5.658717958298787876e-01,5.448657465833666169e-01,5.250619598412982203e-01,5.074220514497548296e-01,4.919472591338868162e-01,4.789682577238151273e-01,4.677411350291453829e-01,4.575243838043241418e-01,4.488635287535526208e-01,4.402360749475859869e-01,4.309900395009542695e-01,4.204050284483838995e-01,4.084589251972481905e-01,3.943923648922716407e-01,3.789010174945256493e-01,3.613699418240100547e-01,3.429984593598339182e-01,3.250765251595716387e-01,3.075630022608642489e-01,2.914421055145525186e-01,2.766594210148966559e-01,2.637414060049182440e-01,2.525969648464633233e-01,2.432964793716076435e-01,2.357540228327085763e-01
6.626575045404168307e-01,6.862296234733676892e-01,7.075853603951429704e-01,7.268488181070674736e-01,7.433310115346024594e-01,7.567035304182399003e-01,7.675864215263527024e-01,7.751156674476117336e-01,7.792473005887258219e-01,7.798594350744036952e-01,7.775216337487234064e-01,7.720310891961067457e-01,7.641120378433939875e-01,7.541646821169846193e-01,7.406109113691868862e-01,7.242923315195785028e-01,7.047559563341784239e-01,6.833672986569663266e-01,6.592125587584080071e-01,6.333631593938886528e-01,6.057732158887413343e-01,5.784267724495385510e-01,5.519535497876508767e-01,5.261003823401118051e-01,5.018664134569278401e-01,4.794869611860876901e-01,4.601291215949556701e-01,4.437836692952430440e-01,4.304801517644429865e-01,4.202578087513066940e-01,4.120491218788369103e-01,4.056015142423360365e-01,4.017525427680945782e-01,3.993986805674546448e-01,3.977066539431277636e-01,3.970854491018906973e-01,3.970799019636386262e-01,3.987339095211011042e-01,4.009854352553958723e-01,4.021841170513443808e-01,4.036267557183890187e-01,4.042344364840793070e-01
6.633513638431818293e-01,6.876967064909826899e-01,7.109410613453258643e-01,7.325591866810549080e-01,7.520885779326685894e-01,7.698825372466960859e-01,7.844290684631979316e-01,7.958569474022363366e-01,8.044448176534378936e-01,8.101583843367424764e-01,8.139939071315239749e-01,8.152071258395237052e-01,8.145903327884903566e-01,8.110131803372097048e-01,8.052115031340715268e-01,7.979496029781129041e-01,7.898450990719121378e-01,7.807640388285262967e-01,7.705790893958891496e-01,7.590585049868898704e-01,7.461422163089189707e-01,7.322773193081896226e-01,7.175340389287446774e-01,7.016501703608876150e-01,6.858396418729296729e-01,6.692923615699343243e-01,6.524780523159280365e-01,6.352975608806702423e-01,6.182893770754076535e-01,6.013766344475947045e-01,5.860447917993240052e-01,5.710617554339162405e-01,5.568013256546535672e-01,5.432206552416516399e-01,5.308818463361115736e-01,5.196868765750997099e-01,5.101353042332472665e-01,5.026955811408425623e-01,4.977773849322226773e-01,4.947261401840815642e-01,4.926683042119124889e-01,4.912347705395553876e-01
6.626852985090442294e-01,6.860325312522570496e-01,7.071903027280370679e-01,7.260263882527712154e-01,7.410967405798716268e-01,7.519610779159372482e-01,7.595295069682512779e-01,7.621415621121681028e-01,7.610776388395436021e-01,7.557841386918897619e-01,7.470748970337449668e-01,7.347089825934437490e-01,7.197822245298798327e-01,7.034642923633008804e-01,6.859784401817444754e-01,6.680293834770932859e-01,6.507292168825141720e-01,6.346719478819249360e-01,6.198436348551720210e-01,6.062052150598353784e-01,5.946376367300899579e-01,5.857047321116145566e-01,5.783495825214766128e-01,5.731396626414098083e-01,5.702043879152044470e-01,5.696177126381340994e-01,5.706572532804885522e-01,5.728846951745906191e-01,5.757989455186446337e-01,5.787268768169937516e-01,5.820219449030199499e-01,5.851602040186769660e-01,5.877574663264387711e-01,5.895255608177474294e-01,5.910208174710087636e-01,5.915386952643424401e-01,5.921737082540529107e-01,5.921135079605560625e-01,5.920869296250841352e-01,5.913142853738839744e-01,5.907475294331147042e-01,5.899885149257275696e-01
6.622105088182367316e-01,6.853062649616195046e-01,7.059641884842473569e-01,7.245744401650660027e-01,7.395639037408137106e-01,7.518005401649625608e-01,7.602615495322658790e-01,7.654884932823770027e-01,7.666394515895976758e-01,7.641650222577092144e-01,7.586377543962044001e-01,7.494413613536486940e-01,7.379948451967945910e-01,7.238692597489865266e-01,7.080899308998721553e-01,6.908532569591825379e-01,6.723619040451209727e-01,6.517928386202482827e-01,6.300544305711481829e-01,6.064922860258110671e-01,5.823677270350453572e-01,5.581666815876941135e-01,5.350331396963192709e-01,5.133648090723965662e-01,4.929005432613114968e-01,4.733451933747870877e-01,4.543429047000023813e-01,4.363067732230381246e-01,4.175797233584149781e-01,3.989079086134679208e-01,3.803113500836732275e-01,3.609828587424572799e-01,3.428770658399281634e-01,3.258673164960376178e-01,3.112965705341084188e-01,2.986754971596778385e-01,2.879498761319845279e-01,2.782633765113929902e-01,2.702976353266445253e-01,2.630726003723082851e-01,2.570920072265022172e-01,2.517307927221178465e-01
6.629990501007831938e-01,6.878205181109836586e-01,7.113666727777732124e-01,7.330205090106256538e-01,7.522069149393544318e-01,7.681250255988212317e-01,7.804759787081088085e-01,7.891567663242049502e-01,7.940229268589272804e-01,7.953777759010295378e-01,7.943248950688259757e-01,7.905324167923217793e-01,7.848494194951620706e-01,7.777833671565443918e-01,7.704765719047933503e-01,7.625128524349031878e-01,7.530360141644922845e-01,7.431981774204613478e-01,7.325103899511788974e-01,7.204210084805341419e-01,7.076145763081931328e-01,6.942549725455264831e-01,6.802687643455265221e-01,6.657316813215169438e-01,6.514867370721515449e-01,6.377974547071216804e-01,6.245625547673627764e-01,6.117936733822042505e-01,6.009513424301579088e-01,5.916713972236393726e-01,5.853184969151613570e-01,5.818380139705721099e-01,5.812551010670068408e-01,5.827838129181525106e-01,5.858618332900090708e-01,5.910895367551725066e-01,5.967638577008224088e-01,6.025204876178023028e-01,6.069590879064137301e-01,6.092893249830708680e-01,6.103327921717618398e-01,6.082744343698581746e-01
6.625615419679886653e-01,6.858996108785075929e-01,7.075028625188057863e-01,7.266238255722676787e-01,7.429556064674889271e-01,7.567373131924082230e-01,7.683166911197356619e-01,7.765921853789187201e-01,7.821564902503492789e-01,7.847078831817305700e-01,7.843751544163157785e-01,7.812649234582024205e-01,7.745590281467575888e-01,7.649124310260241311e-01,7.515394127564738458e-01,7.355001239474348029e-01,7.158353605092189209e-01,6.931564073348345234e-01,6.688412717445966216e-01,6.436274784796349735e-01,6.178990610884319556e-01,5.916463839358783172e-01,5.662539722643924467e-01,5.430215999098599866e-01,5.219524695232489186e-01,5.040415979738503971e-01,4.891338909386173661e-01,4.766886193889700585e-01,4.668099255065226161e-01,4.591486433200351880e-01,4.534109494702088794e-01,4.485630905150012615e-01,4.446772206429338015e-01,4.404026121265994242e-01,4.356708981998008712e-01,4.298302389350385777e-01,4.224672792773376262e-01,4.138080412725853030e-01,4.050179871159494405e-01,3.953534590886255140e-01,3.854934791123004745e-01,3.760324033212441019e-01
