5.880422221671377514e-01,6.109104967824814381e-01,6.323003740779811199e-01,6.519776839500912580e-01,6.689465844879711742e-01,6.834099478028652364e-01,6.940873901807416146e-01,7.000520170906028294e-01,7.019647980720171709e-01,7.007076205502449362e-01,6.954203136748926539e-01,6.870431041376298120e-01,6.755989002921832798e-01,6.613260111615598680e-01,6.452529113082274836e-01,6.281446689043602705e-01,6.110186342572889728e-01,5.941800010373954333e-01,5.793924487931590983e-01,5.658547785960795773e-01,5.541019669541077386e-01,5.442409694924891239e-01,5.349216101512662691e-01,5.258521709710941572e-01,5.174172458111303552e-01,5.090363835069982024e-01,5.012884731415256923e-01,4.939797093152480945e-01,4.866310078901484593e-01,4.797871096469287222e-01,4.726875290954321018e-01,4.656567671253852847e-01,4.585621909386889961e-01,4.513374600837400941e-01,4.447734673517190762e-01,4.381223730955183804e-01,4.312169576837422968e-01,4.247635454861178328e-01,4.185799956327845850e-01,4.126895753242669218e-01,4.077736549678829814e-01,4.030885167778880396e-01,3.985721915349644262e-01,3.950288357157312191e-01,3.919658152746530733e-01
5.883120668426162769e-01,6.107495733014166595e-01,6.316725736491231036e-01,6.505518092326287860e-01,6.667906054539223248e-01,6.792733610366553654e-01,6.884590614565879729e-01,6.945440732676472217e-01,6.978611173521930278e-01,6.982642063230648510e-01,6.959612619699452329e-01,6.912455134593991080e-01,6.835873712686932890e-01,6.747632469661121180e-01,6.647413676462575749e-01,6.539572764641732316e-01,6.427883830237592910e-01,6.315880998267691115e-01,6.214347008826377472e-01,6.123294264752670024e-01,6.035375219305723071e-01,5.969601984163420694e-01,5.930039961567306062e-01,5.903869577603255703e-01,5.902173218927684317e-01,5.909173862917349584e-01,5.927930798661288359e-01,5.956645903893149629e-01,5.996191878659234975e-01,6.032313072641330987e-01,6.064266695334479262e-01,6.093623498683373718e-01,6.115261305969655892e-01,6.124559063066294939e-01,6.114186596103594606e-01,6.091963030649895083e-01,6.059294575315954390e-01,6.018125821204840520e-01,5.970273902905088859e-01,5.911763904153138904e-01,5.845681122019537046e-01,5.766591484641716558e-01,5.677958540044804048e-01,5.580987877657531682e-01,5.489493116223250757e-01
5.886397584259566163e-01,6.128968612127294602e-01,6.363771159139042233e-01,6.583544781483691155e-01,6.772108558002862821e-01,6.922986312313321733e-01,7.037893610923913190e-01,7.104237413091100128e-01,7.126980093853323428e-01,7.112848453614312172e-01,7.062322716004402201e-01,6.978056523738115358e-01,6.873863424347094186e-01,6.755056166142316965e-01,6.628724292115554251e-01,6.497402891005510384e-01,6.361406032438592373e-01,6.229190633553088885e-01,6.105399673083834466e-01,5.989727959574507876e-01,5.881066530091572098e-01,5.779459364440010516e-01,5.685588232746032755e-01,5.590653333124713242e-01,5.499932562330968056e-01,5.408205956133379511e-01,5.308178648140334799e-01,5.206812593062456473e-01,5.096198641224777282e-01,4.977541133888046532e-01,4.854897686024121639e-01,4.721900700241806192e-01,4.580599316898295581e-01,4.429360675561897498e-01,4.265876846495214592e-01,4.102754596710743717e-01,3.947460594827296165e-01,3.787625813656166907e-01,3.627531529559585577e-01,3.479421806264748063e-01,3.337335721801157895e-01,3.201212137019611714e-01,3.065017346002129051e-01,2.937530915225579076e-01,2.830050346010770101e-01
5.878842356179214690e-01,6.106758697566201377e-01,6.326035279283073187e-01,6.520556978017884031e-01,6.695911679324761945e-01,6.857250372898713309e-01,6.999189281910519478e-01,7.118108878090725344e-01,7.212817000797693279e-01,7.284549854627698773e-01,7.337750016568573841e-01,7.364230764357020398e-01,7.364687309227355705e-01,7.338375104422438788e-01,7.279089799493377866e-01,7.181591501946673617e-01,7.058948510583676894e-01,6.918485842032868760e-01,6.764880503172294723e-01,6.598218292905684290e-01,6.430529239088497162e-01,6.268654955488908165e-01,6.114151777831817736e-01,5.976079823868274410e-01,5.848588333745818879e-01,5.719216635740658194e-01,5.588107894880715021e-01,5.464481083714347598e-01,5.339379035982767530e-01,5.219957208310229690e-01,5.101153798612376722e-01,4.996159929879755435e-01,4.897061644317378115e-01,4.804248218028528972e-01,4.720798596630394472e-01,4.639825344331736101e-01,4.562444027902352595e-01,4.484117214728161604e-01,4.406979197252155478e-01,4.333335593920043527e-01,4.263561277166660335e-01,4.197567362344022390e-01,4.134983445646024380e-01,4.081804691580256383e-01,4.034266616961837970e-01
5.878163427170113309e-01,6.102693279032345153e-01,6.312238801353986517e-01,6.504563391964872654e-01,6.673562129141933363e-01,6.811853981393796165e-01,6.924769409865739744e-01,7.009335901874582664e-01,7.065637308209312684e-01,7.102160283108778227e-01,7.112216572301338635e-01,7.096904602422893227e-01,7.056027092230882092e-01,6.996085409935836052e-01,6.915858849475305936e-01,6.822960810575263713e-01,6.721730132175194328e-01,6.596975190817357948e-01,6.456367730423755447e-01,6.294628212739846740e-01,6.124235485004659862e-01,5.935021544877515653e-01,5.736270050539595822e-01,5.525602349736029595e-01,5.321307965996652234e-01,5.127703070392648499e-01,4.940159181701923030e-01,4.766356722425375558e-01,4.606459146878332245e-01,4.470178969162956761e-01,4.356069359716892020e-01,4.263255220591898320e-01,4.191713046890022110e-01,4.131084925754386905e-01,4.079574290875800369e-01,4.046694491733865418e-01,4.022775423972431152e-01,4.001158134355969898e-01,3.987446192970860448e-01,3.978480513087705450e-01,3.985886147909770694e-01,3.999970586761061320e-01,4.004902858572318980e-01,4.013947267237828465e-01,4.016482599368129680e-01
5.889458763562882559e-01,6.133741776573675697e-01,6.367004766643805658e-01,6.581464205666134326e-01,6.771754441679064263e-01,6.926068007288616046e-01,7.040350283373246754e-01,7.113772418120436480e-01,7.147090046538295827e-01,7.131727446654967384e-01,7.074982867599557412e-01,6.982452300837664882e-01,6.858334913828050272e-01,6.709226172910226493e-01,6.543042249322101878e-01,6.366581181966209924e-01,6.179354403633092740e-01,5.991512815923792923e-01,5.790315393694157597e-01,5.588174594644802484e-01,5.384899353315745207e-01,5.183999154226384132e-01,4.993320328825922028e-01,4.823528352630231941e-01,4.664933824916843719e-01,4.526821241158671683e-01,4.404158489478273708e-01,4.294005330124811559e-01,4.195095431970912170e-01,4.110320220615094611e-01,4.041589187552560025e-01,3.982594641394390234e-01,3.934833128857063711e-01,3.887004639517219751e-01,3.840223894025427409e-01,3.793813946803878956e-01,3.751651404807280210e-01,3.715983677526845108e-01,3.684075497017944567e-01,3.662323148399165840e-01,3.645080696662221786e-01,3.631592738788367303e-01,3.629813465690830965e-01,3.625399701452597379e-01,3.632297096108547674e-01
5.877495260524153720e-01,6.102089898248432842e-01,6.313487077646718904e-01,6.503257947522087523e-01,6.670853670719713024e-01,6.803084390668183712e-01,6.908091308668544706e-01,6.983594044684127145e-01,7.029425867189135202e-01,7.054845550118139519e-01,7.058974697994676584e-01,7.043684098267576355e-01,7.007547737798649479e-01,6.959407494355200896e-01,6.888705050142304165e-01,6.789391615352101672e-01,6.672685284634423120e-01,6.550711832610129903e-01,6.424600853374511367e-01,6.294240681353563405e-01,6.160510620333057297e-01,6.034332505763715382e-01,5.913371781170774222e-01,5.797624070576212763e-01,5.698783768905379965e-01,5.607561142687951250e-01,5.522499248060711574e-01,5.441999741490417541e-01,5.368423447376935442e-01,5.293630186539366456e-01,5.217671045147075359e-01,5.136882382734562213e-01,5.052587031931443651e-01,4.978523694169415537e-01,4.904634617742269498e-01,4.835680156559782894e-01,4.768091330567824082e-01,4.702651096011240539e-01,4.640969459851395640e-01,4.582824787618994256e-01,4.521527875663640117e-01,4.456379412479544166e-01,4.385983555721191807e-01,4.311073570177611503e-01,4.229723813294238299e-01
5.879368757465786022e-01,6.104882154623028079e-01,6.316740373295619548e-01,6.507318320785274723e-01,6.673985887634399372e-01,6.807200520161824642e-01,6.914535890655693073e-01,6.983982388991156753e-01,7.027483267276679602e-01,7.037544823642161163e-01,7.021534102902933228e-01,6.972740455891400790e-01,6.896574333922764755e-01,6.799184234631738821e-01,6.675778920190069687e-01,6.540826806604480570e-01,6.391206194990474154e-01,6.237455748225296803e-01,6.082039754507814200e-01,5.926917566632597945e-01,5.763155452375297028e-01,5.598202025463636655e-01,5.423778210239561526e-01,5.250453040588336506e-01,5.080659256682417135e-01,4.923337513752130690e-01,4.780195800561721775e-01,4.646203348231420227e-01,4.516722721964858689e-01,4.386606432190822691e-01,4.259099500560179496e-01,4.117368742978561036e-01,3.968992962674366964e-01,3.814910708291150421e-01,3.647907372249297175e-01,3.488739948276824432e-01,3.337261347918394350e-01,3.208045155660275150e-01,3.097105301361409158e-01,3.004635188694483316e-01,2.922632713453794384e-01,2.858182083405467200e-01,2.801575097911255252e-01,2.757713900644863658e-01,2.720137994643038182e-01
5.870805563304043462e-01,6.088821155487545989e-01,6.295327759233532161e-01,6.476739016950284755e-01,6.636361084497370832e-01,6.767325308856527721e-01,6.871992754555060756e-01,6.941999438202319794e-01,6.972054788695830618e-01,6.973369118062786587e-01,6.954336152035863750e-01,6.926104499631392519e-01,6.884036696380986253e-01,6.834045101512143949e-01,6.773577869098686977e-01,6.705034363086705973e-01,6.632856334580116142e-01,6.547893891352281059e-01,6.464589827826042745e-01,6.386033452678482325e-01,6.312577952053674002e-01,6.244650364696306966e-01,6.173071377828965867e-01,6.109172098424803243e-01,6.051804764868597974e-01,5.992403070652225772e-01,5.937350095811783079e-01,5.882786488198833430e-01,5.833625330857732383e-01,5.794449150582987595e-01,5.760645332286821185e-01,5.730915274651594560e-01,5.699846607697982570e-01,5.670070114337959488e-01,5.643619538393968016e-01,5.614594621387661855e-01,5.590705196512592012e-01,5.569590598502505152e-01,5.559745763360645077e-01,5.550301108199359179e-01,5.540198156665682161e-01,5.520954713852687101e-01,5.496911851510093427e-01,5.468027658254372980e-01,5.435755113365154934e-01
5.873929886291257008e-01,6.093681832415714927e-01,6.297227395276071560e-01,6.477751569460951098e-01,6.627466643613161290e-01,6.749284996198686715e-01,6.838705530747803962e-01,6.910929861056146484e-01,6.964886629052620126e-01,7.000277648144692666e-01,7.027215852776388383e-01,7.035099268099910264e-01,7.042113823403922668e-01,7.038474918436135042e-01,7.033981902506423189e-01,7.017877053380060515e-01,6.998036464650013722e-01,6.972056783791381607e-01,6.935160359256493656e-01,6.895432511605738002e-01,6.857930219957174556e-01,6.825045298381084979e-01,6.790570287002533068e-01,6.765821329899937009e-01,6.745986702617124964e-01,6.725441517857086993e-01,6.693971167874608330e-01,6.655494883020806052e-01,6.610143889229671554e-01,6.554544735590753790e-01,6.487357756247713603e-01,6.421875261915865885e-01,6.349536350968688625e-01,6.276667109250186893e-01,6.210291438995955149e-01,6.135519880051231167e-01,6.065629934434447756e-01,6.004431926101587713e-01,5.952750104020690936e-01,5.912059668099342025e-01,5.877877362185401910e-01,5.850523984226609908e-01,5.829466466977836214e-01,5.813129742134170996e-01,5.793144633329463389e-01
